Ticker,Sector,Industry
IBM,Technology,Information Technology Services
COTY,Consumer Defensive,Household & Personal Products
JHX,Basic Materials,Building Materials
EQH,Financial,Asset Management
FTV,Technology,Scientific & Technical Instruments
ALIT,Technology,Software - Application
ACI,Consumer Defensive,Grocery Stores
RDW,Industrials,Aerospace & Defense
RBRK,Technology,Software - Infrastructure
WIT,Technology,Information Technology Services
IVZ,Financial,Asset Management
MTG,Financial,Insurance - Specialty
JBS,Consumer Defensive,Packaged Foods
CWAN,Technology,Software - Application
PM,Consumer Defensive,Tobacco
M,Consumer Cyclical,Department Stores
BA,Industrials,Aerospace & Defense
BBWI,Consumer Cyclical,Specialty Retail
FI,Technology,Information Technology Services
FIG,Technology,Software - Application
PAGS,Technology,Software - Infrastructure
GLW,Technology,Electronic Components
FLO,Consumer Defensive,Packaged Foods
S,Technology,Software - Infrastructure
TIC,Industrials,Specialty Business Services
OWL,Financial,Asset Management
SAND,Basic Materials,Gold
AI,Technology,Software - Infrastructure
CRGY,Energy,Oil & Gas Integrated
FLR,Industrials,Engineering & Construction
AEO,Consumer Cyclical,Apparel Retail
ASX,Technology,Semiconductors
ACN,Technology,Information Technology Services
ABT,Healthcare,Medical Devices
WY,Real Estate,REIT - Specialty
RDDT,Communication Services,Internet Content & Information
BB,Technology,Software - Infrastructure
GNW,Financial,Insurance - Life
ADM,Consumer Defensive,Farm Products
ORC,Real Estate,REIT - Mortgage
CRM,Technology,Software - Application
PINS,Communication Services,Internet Content & Information
U,Technology,Software - Application
FTI,Energy,Oil & Gas Equipment & Services
CTVA,Basic Materials,Agricultural Inputs
O,Real Estate,REIT - Retail
HPQ,Technology,Computer Hardware
NVO,Healthcare,Drug Manufacturers - General
FUBO,Communication Services,Broadcasting
NXE,Energy,Uranium
PATH,Technology,Software - Infrastructure
AES,Utilities,Utilities - Diversified
GM,Consumer Cyclical,Auto Manufacturers
QXO,Industrials,Industrial Distribution
TGT,Consumer Defensive,Discount Stores
GGB,Basic Materials,Steel
CVS,Healthcare,Healthcare Plans
AIG,Financial,Insurance - Diversified
DVN,Energy,Oil & Gas E&P
IR,Industrials,Specialty Industrial Machinery
UNH,Healthcare,Healthcare Plans
BAX,Healthcare,Medical Instruments & Supplies
V,Financial,Credit Services
ES,Utilities,Utilities - Regulated Electric
ET,Energy,Oil & Gas Midstream
MIR,Industrials,Specialty Industrial Machinery
FNB,Financial,Banks - Regional
DX,Real Estate,REIT - Mortgage
HBI,Consumer Cyclical,Apparel Manufacturing
NCLH,Consumer Cyclical,Travel Services
OXY,Energy,Oil & Gas E&P
CX,Basic Materials,Building Materials
ABBV,Healthcare,Drug Manufacturers - General
FSLY,Technology,Software - Application
UWMC,Financial,Mortgage Finance
GAP,Consumer Cyclical,Apparel Retail
CL,Consumer Defensive,Household & Personal Products
WMB,Energy,Oil & Gas Midstream
NEE,Utilities,Utilities - Regulated Electric
MS,Financial,Capital Markets
STUB,Consumer Cyclical,Internet Retail
GIS,Consumer Defensive,Packaged Foods
SCHW,Financial,Capital Markets
DAL,Industrials,Airlines
COP,Energy,Oil & Gas E&P
BFLY,Healthcare,Medical Devices
MDT,Healthcare,Medical Devices
LVS,Consumer Cyclical,Resorts & Casinos
APH,Technology,Electronic Components
AVTR,Healthcare,Medical Instruments & Supplies
BGS,Consumer Defensive,Packaged Foods
CRCL,Financial,Capital Markets
UAA,Consumer Cyclical,Apparel Manufacturing
WU,Financial,Credit Services
OMI,Healthcare,Medical Distribution
KR,Consumer Defensive,Grocery Stores
BE,Industrials,Electrical Equipment & Parts
CVX,Energy,Oil & Gas Integrated
RBLX,Communication Services,Electronic Gaming & Multimedia
BSX,Healthcare,Medical Devices
LEN,Consumer Cyclical,Residential Construction
AMPX,Industrials,Electrical Equipment & Parts
PBR,Energy,Oil & Gas Integrated
PG,Consumer Defensive,Household & Personal Products
AGI,Basic Materials,Gold
OSCR,Healthcare,Healthcare Plans
TSM,Technology,Semiconductors
IPG,Communication Services,Advertising Agencies
HAYW,Industrials,Electrical Equipment & Parts
ANET,Technology,Computer Hardware
CTRA,Energy,Oil & Gas E&P
DOC,Real Estate,REIT - Healthcare Facilities
UPS,Industrials,Integrated Freight & Logistics
BABA,Consumer Cyclical,Internet Retail
HPP,Real Estate,REIT - Office
PUMP,Energy,Oil & Gas Equipment & Services
FHN,Financial,Banks - Regional
DOW,Basic Materials,Chemicals
PR,Energy,Oil & Gas E&P
TFC,Financial,Banks - Regional
VICI,Real Estate,REIT - Diversified
SES,Consumer Cyclical,Auto Parts
SW,Consumer Cyclical,Packaging & Containers
WELL,Real Estate,REIT - Healthcare Facilities
PAAS,Basic Materials,Gold
CAG,Consumer Defensive,Packaged Foods
USB,Financial,Banks - Regional
KMI,Energy,Oil & Gas Midstream
STLA,Consumer Cyclical,Auto Manufacturers
FCX,Basic Materials,Copper
NLY,Real Estate,REIT - Mortgage
CNC,Healthcare,Healthcare Plans
RKT,Financial,Mortgage Finance
BTE,Energy,Oil & Gas E&P
PL,Industrials,Aerospace & Defense
ADT,Industrials,Security & Protection Services
LUV,Industrials,Airlines
VALE,Basic Materials,Other Industrial Metals & Mining
MO,Consumer Defensive,Tobacco
LDI,Financial,Mortgage Finance
DIS,Communication Services,Entertainment
KOS,Energy,Oil & Gas E&P
JPM,Financial,Banks - Diversified
HAL,Energy,Oil & Gas Equipment & Services
C,Financial,Banks - Diversified
CVE,Energy,Oil & Gas Integrated
CLF,Basic Materials,Steel
JNJ,Healthcare,Drug Manufacturers - General
MRK,Healthcare,Drug Manufacturers - General
NE,Energy,Oil & Gas Drilling
HMY,Basic Materials,Gold
TRU,Financial,Financial Data & Stock Exchanges
EQT,Energy,Oil & Gas E&P
CNH,Industrials,Farm & Heavy Construction Machinery
EXK,Basic Materials,Silver
BMY,Healthcare,Drug Manufacturers - General
VZ,Communication Services,Telecom Services
KGC,Basic Materials,Gold
IAG,Basic Materials,Gold
KO,Consumer Defensive,Beverages - Non-Alcoholic
FSM,Basic Materials,Gold
RF,Financial,Banks - Regional
HPE,Technology,Communication Equipment
AG,Basic Materials,Silver
SLB,Energy,Oil & Gas Equipment & Services
CCL,Consumer Cyclical,Travel Services
NKE,Consumer Cyclical,Footwear & Accessories
WMT,Consumer Defensive,Discount Stores
PCG,Utilities,Utilities - Regulated Electric
HIMS,Consumer Defensive,Household & Personal Products
NOK,Technology,Communication Equipment
CMG,Consumer Cyclical,Restaurants
WFC,Financial,Banks - Diversified
MP,Basic Materials,Other Industrial Metals & Mining
ITUB,Financial,Banks - Regional
UBER,Technology,Software - Application
XOM,Energy,Oil & Gas Integrated
MPW,Real Estate,REIT - Healthcare Facilities
AMRZ,Basic Materials,Building Materials
ORCL,Technology,Software - Infrastructure
NEM,Basic Materials,Gold
BBD,Financial,Banks - Regional
KEY,Financial,Banks - Regional
RIG,Energy,Oil & Gas Drilling
CDE,Basic Materials,Gold
AMCR,Consumer Cyclical,Packaging & Containers
KVUE,Consumer Defensive,Household & Personal Products
VG,Energy,Oil & Gas Midstream
LUMN,Communication Services,Telecom Services
ABEV,Consumer Defensive,Beverages - Brewers
IONQ,Technology,Computer Hardware
SMR,Industrials,Specialty Industrial Machinery
INFY,Technology,Information Technology Services
WOLF,Technology,Semiconductors
NU,Financial,Banks - Regional
AMC,Communication Services,Entertainment
T,Communication Services,Telecom Services
JOBY,Industrials,Airports & Air Services
OKLO,Utilities,Utilities - Regulated Electric
B,Basic Materials,Gold
F,Consumer Cyclical,Auto Manufacturers
QS,Consumer Cyclical,Auto Parts
ACHR,Industrials,Aerospace & Defense
NIO,Consumer Cyclical,Auto Manufacturers
PFE,Healthcare,Drug Manufacturers - General
BAC,Financial,Banks - Diversified
QBTS,Technology,Computer Hardware
CPNG,Consumer Cyclical,Internet Retail
HL,Basic Materials,Other Precious Metals & Mining
BBAI,Technology,Information Technology Services
SNAP,Communication Services,Internet Content & Information
